Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
11726,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X199_Y103,,6,22,39,,48,0,0
11727,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X210_Y122,,6,22,39,,49,0,0
11728,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X174_Y193,,6,23,34,,46,0,0
11729,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X198_Y103,,6,23,34,,47,0,0
11730,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X199_Y103,,6,23,34,,48,0,0
11731,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X210_Y122,,6,23,34,,49,0,0
11732,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X174_Y193,,6,23,35,,46,0,0
11733,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X198_Y103,,6,23,35,,47,0,0
11734,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X199_Y103,,6,23,35,,48,0,0
11735,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X210_Y122,,6,23,35,,49,0,0
11736,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X174_Y193,,6,23,36,,46,0,0
11737,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X198_Y103,,6,23,36,,47,0,0
11738,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X199_Y103,,6,23,36,,48,0,0
11739,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X210_Y122,,6,23,36,,49,0,0
11740,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,Water_X174_Y193,,6,23,37,,46,0,0
11741,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,Water_X198_Y103,,6,23,37,,47,0,0
11742,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,Water_X199_Y103,,6,23,37,,48,0,0
11743,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,Water_X210_Y122,,6,23,37,,49,0,0
11744,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,Water_X174_Y193,,6,23,38,,46,0,0
11745,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,Water_X198_Y103,,6,23,38,,47,0,0
11746,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,Water_X199_Y103,,6,23,38,,48,0,0
11747,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,Water_X210_Y122,,6,23,38,,49,0,0
11748,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X174_Y193,,6,23,39,,46,0,0
11749,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X198_Y103,,6,23,39,,47,0,0
11750,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X199_Y103,,6,23,39,,48,0,0
11751,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,Water_X210_Y122,,6,23,39,,49,0,0
11752,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,Water_X174_Y193,,6,24,34,,46,0,0
11753,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,Water_X198_Y103,,6,24,34,,47,0,0
11754,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,Water_X199_Y103,,6,24,34,,48,0,0
11755,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X137_Y49,,Water_X210_Y122,,6,24,34,,49,0,0
11756,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,Water_X174_Y193,,6,24,35,,46,0,0
11757,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,Water_X198_Y103,,6,24,35,,47,0,0
11758,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,Water_X199_Y103,,6,24,35,,48,0,0
11759,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X198_Y199,,Water_X210_Y122,,6,24,35,,49,0,0
11760,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,Water_X174_Y193,,6,24,36,,46,0,0
11761,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,Water_X198_Y103,,6,24,36,,47,0,0
11762,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,Water_X199_Y103,,6,24,36,,48,0,0
11763,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y59,,Water_X210_Y122,,6,24,36,,49,0,0
11764,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,Water_X174_Y193,,6,24,37,,46,0,0
11765,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,Water_X198_Y103,,6,24,37,,47,0,0
11766,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,Water_X199_Y103,,6,24,37,,48,0,0
11767,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X200_Y60,,Water_X210_Y122,,6,24,37,,49,0,0
11768,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,Water_X174_Y193,,6,24,38,,46,0,0
11769,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,Water_X198_Y103,,6,24,38,,47,0,0
11770,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,Water_X199_Y103,,6,24,38,,48,0,0
11771,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X202_Y211,,Water_X210_Y122,,6,24,38,,49,0,0
11772,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,Water_X174_Y193,,6,24,39,,46,0,0
11773,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,Water_X198_Y103,,6,24,39,,47,0,0
11774,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,Water_X199_Y103,,6,24,39,,48,0,0
11775,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X167_Y144,ShallowWater_X203_Y211,,Water_X210_Y122,,6,24,39,,49,0,0
11776,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,Water_X174_Y193,,6,25,34,,46,0,0
11777,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,Water_X198_Y103,,6,25,34,,47,0,0
11778,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,Water_X199_Y103,,6,25,34,,48,0,0
11779,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X137_Y49,,Water_X210_Y122,,6,25,34,,49,0,0
11780,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,Water_X174_Y193,,6,25,35,,46,0,0
11781,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,Water_X198_Y103,,6,25,35,,47,0,0
11782,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,Water_X199_Y103,,6,25,35,,48,0,0
11783,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X198_Y199,,Water_X210_Y122,,6,25,35,,49,0,0
11784,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,Water_X174_Y193,,6,25,36,,46,0,0
11785,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,Water_X198_Y103,,6,25,36,,47,0,0
11786,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,Water_X199_Y103,,6,25,36,,48,0,0
11787,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y59,,Water_X210_Y122,,6,25,36,,49,0,0
11788,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,Water_X174_Y193,,6,25,37,,46,0,0
11789,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,Water_X198_Y103,,6,25,37,,47,0,0
11790,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,Water_X199_Y103,,6,25,37,,48,0,0
11791,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X200_Y60,,Water_X210_Y122,,6,25,37,,49,0,0
11792,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,Water_X174_Y193,,6,25,38,,46,0,0
11793,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,Water_X198_Y103,,6,25,38,,47,0,0
11794,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,Water_X199_Y103,,6,25,38,,48,0,0
11795,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X202_Y211,,Water_X210_Y122,,6,25,38,,49,0,0
11796,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,Water_X174_Y193,,6,25,39,,46,0,0
11797,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,Water_X198_Y103,,6,25,39,,47,0,0
11798,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,Water_X199_Y103,,6,25,39,,48,0,0
11799,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X168_Y144,ShallowWater_X203_Y211,,Water_X210_Y122,,6,25,39,,49,0,0
11800,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,Water_X174_Y193,,6,26,34,,46,0,0
11801,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,Water_X198_Y103,,6,26,34,,47,0,0
11802,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,Water_X199_Y103,,6,26,34,,48,0,0
11803,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X137_Y49,,Water_X210_Y122,,6,26,34,,49,0,0
11804,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X198_Y199,,Water_X174_Y193,,6,26,35,,46,0,0
11805,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X198_Y199,,Water_X198_Y103,,6,26,35,,47,0,0
11806,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X198_Y199,,Water_X199_Y103,,6,26,35,,48,0,0
11807,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X198_Y199,,Water_X210_Y122,,6,26,35,,49,0,0
11808,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y59,,Water_X174_Y193,,6,26,36,,46,0,0
11809,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y59,,Water_X198_Y103,,6,26,36,,47,0,0
11810,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y59,,Water_X199_Y103,,6,26,36,,48,0,0
11811,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y59,,Water_X210_Y122,,6,26,36,,49,0,0
11812,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,Water_X174_Y193,,6,26,37,,46,0,0
11813,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,Water_X198_Y103,,6,26,37,,47,0,0
11814,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,Water_X199_Y103,,6,26,37,,48,0,0
11815,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X200_Y60,,Water_X210_Y122,,6,26,37,,49,0,0
11816,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,Water_X174_Y193,,6,26,38,,46,0,0
11817,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,Water_X198_Y103,,6,26,38,,47,0,0
11818,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,Water_X199_Y103,,6,26,38,,48,0,0
11819,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X202_Y211,,Water_X210_Y122,,6,26,38,,49,0,0
11820,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,Water_X174_Y193,,6,26,39,,46,0,0
11821,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,Water_X198_Y103,,6,26,39,,47,0,0
11822,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,Water_X199_Y103,,6,26,39,,48,0,0
11823,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X169_Y144,ShallowWater_X203_Y211,,Water_X210_Y122,,6,26,39,,49,0,0
11824,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,Water_X174_Y193,,6,27,34,,46,0,0
11825,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,Water_X198_Y103,,6,27,34,,47,0,0
11826,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,Water_X199_Y103,,6,27,34,,48,0,0
11827,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X137_Y49,,Water_X210_Y122,,6,27,34,,49,0,0
11828,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,Water_X174_Y193,,6,27,35,,46,0,0
11829,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,Water_X198_Y103,,6,27,35,,47,0,0
11830,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,Water_X199_Y103,,6,27,35,,48,0,0
11831,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X198_Y199,,Water_X210_Y122,,6,27,35,,49,0,0
11832,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,Water_X174_Y193,,6,27,36,,46,0,0
11833,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,Water_X198_Y103,,6,27,36,,47,0,0
11834,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,Water_X199_Y103,,6,27,36,,48,0,0
11835,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,Water_X210_Y122,,6,27,36,,49,0,0
11836,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,Water_X174_Y193,,6,27,37,,46,0,0
11837,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,Water_X198_Y103,,6,27,37,,47,0,0
11838,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,Water_X199_Y103,,6,27,37,,48,0,0
11839,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,Water_X210_Y122,,6,27,37,,49,0,0
11840,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,Water_X174_Y193,,6,27,38,,46,0,0
11841,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,Water_X198_Y103,,6,27,38,,47,0,0
11842,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,Water_X199_Y103,,6,27,38,,48,0,0
11843,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,Water_X210_Y122,,6,27,38,,49,0,0
11844,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,Water_X174_Y193,,6,27,39,,46,0,0
11845,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,Water_X198_Y103,,6,27,39,,47,0,0
11846,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,Water_X199_Y103,,6,27,39,,48,0,0
11847,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,Water_X210_Y122,,6,27,39,,49,0,0
11848,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,Water_X174_Y193,,6,28,34,,46,0,0
11849,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,Water_X198_Y103,,6,28,34,,47,0,0
11850,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,Water_X199_Y103,,6,28,34,,48,0,0
11851,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X137_Y49,,Water_X210_Y122,,6,28,34,,49,0,0
11852,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,Water_X174_Y193,,6,28,35,,46,0,0
11853,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,Water_X198_Y103,,6,28,35,,47,0,0
11854,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,Water_X199_Y103,,6,28,35,,48,0,0
11855,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X198_Y199,,Water_X210_Y122,,6,28,35,,49,0,0
11856,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y59,,Water_X174_Y193,,6,28,36,,46,0,0
11857,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y59,,Water_X198_Y103,,6,28,36,,47,0,0
11858,4,BARE SOIL-PICKLEWEED-SHALLOW WATER-WATER,,BareSoil_X179_Y153,Pickleweed_X195_Y52,ShallowWater_X200_Y59,,Water_X199_Y103,,6,28,36,,48,0,0
