Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,#pixels,%pixels
1616,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.12m.asd                 No-OAR,Uplands_X188_Y50,4,23,71,0,0
1617,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,24,56,0,0
1618,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,24,57,0,0
1619,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,24,58,0,0
1620,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,24,59,0,0
1621,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,24,60,0,0
1622,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,24,61,0,0
1623,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,24,62,0,0
1624,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,24,63,0,0
1625,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,24,64,0,0
1626,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Pickleweed_X157_Y148,4,24,65,0,0
1627,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Pickleweed_X166_Y88,4,24,66,78,    0.068341
1628,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Pickleweed_X175_Y92,4,24,67,2,    0.001752
1629,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Pickleweed_X179_Y140,4,24,68,1,    0.000876
1630,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Pickleweed_X198_Y49,4,24,69,0,0
1631,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Uplands_X113_Y71,4,24,70,46,    0.040304
1632,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.23m.asd                 No-OAR,Uplands_X188_Y50,4,24,71,15,    0.013142
1633,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,25,56,1,    0.000876
1634,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,25,57,0,0
1635,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,25,58,0,0
1636,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,25,59,0,0
1637,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,25,60,0,0
1638,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,25,61,0,0
1639,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,25,62,0,0
1640,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,25,63,0,0
1641,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,25,64,0,0
1642,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Pickleweed_X157_Y148,4,25,65,1,    0.000876
1643,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Pickleweed_X166_Y88,4,25,66,5,    0.004381
1644,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Pickleweed_X175_Y92,4,25,67,0,0
1645,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Pickleweed_X179_Y140,4,25,68,0,0
1646,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Pickleweed_X198_Y49,4,25,69,0,0
1647,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Uplands_X113_Y71,4,25,70,0,0
1648,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.24m.asd                 No-OAR,Uplands_X188_Y50,4,25,71,0,0
1649,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,26,56,0,0
1650,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,26,57,0,0
1651,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,26,58,0,0
1652,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,26,59,0,0
1653,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,26,60,0,0
1654,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,26,61,0,0
1655,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,26,62,0,0
1656,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,26,63,0,0
1657,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,26,64,0,0
1658,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Pickleweed_X157_Y148,4,26,65,0,0
1659,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Pickleweed_X166_Y88,4,26,66,16,    0.014019
1660,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Pickleweed_X175_Y92,4,26,67,0,0
1661,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Pickleweed_X179_Y140,4,26,68,0,0
1662,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Pickleweed_X198_Y49,4,26,69,0,0
1663,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Uplands_X113_Y71,4,26,70,0,0
1664,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.2m.asd                 No-OAR,Uplands_X188_Y50,4,26,71,0,0
1665,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,27,56,0,0
1666,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,27,57,0,0
1667,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,27,58,0,0
1668,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,27,59,0,0
1669,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,27,60,0,0
1670,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,27,61,0,0
1671,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,27,62,0,0
1672,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,27,63,0,0
1673,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,27,64,0,0
1674,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Pickleweed_X157_Y148,4,27,65,0,0
1675,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Pickleweed_X166_Y88,4,27,66,3,    0.002628
1676,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Pickleweed_X175_Y92,4,27,67,0,0
1677,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Pickleweed_X179_Y140,4,27,68,0,0
1678,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Pickleweed_X198_Y49,4,27,69,0,0
1679,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Uplands_X113_Y71,4,27,70,2,    0.001752
1680,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.30m.asd                 No-OAR,Uplands_X188_Y50,4,27,71,0,0
1681,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,28,56,0,0
1682,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,28,57,0,0
1683,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,28,58,0,0
1684,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,28,59,0,0
1685,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,28,60,0,0
1686,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,28,61,0,0
1687,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,28,62,0,0
1688,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,28,63,0,0
1689,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,28,64,0,0
1690,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Pickleweed_X157_Y148,4,28,65,0,0
1691,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Pickleweed_X166_Y88,4,28,66,0,0
1692,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Pickleweed_X175_Y92,4,28,67,0,0
1693,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Pickleweed_X179_Y140,4,28,68,0,0
1694,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Pickleweed_X198_Y49,4,28,69,0,0
1695,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Uplands_X113_Y71,4,28,70,10,    0.008762
1696,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.4m.asd                 No-OAR,Uplands_X188_Y50,4,28,71,2,    0.001752
1697,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420a.13m.asd                 No-OAR,4,29,56,0,0
1698,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420a.15m.asd                 No-OAR,4,29,57,0,0
1699,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420a.16m.asd                 No-OAR,4,29,58,0,0
1700,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,29,59,0,0
1701,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,4,29,60,0,0
1702,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420b.24m.asd                 No-OAR,4,29,61,0,0
1703,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,29,62,0,0
1704,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,4,29,63,0,0
1705,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,220420c.20m.asd                 No-OAR,4,29,64,0,0
1706,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Pickleweed_X157_Y148,4,29,65,0,0
1707,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Pickleweed_X166_Y88,4,29,66,24,    0.021028
1708,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Pickleweed_X175_Y92,4,29,67,0,0
1709,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Pickleweed_X179_Y140,4,29,68,0,0
1710,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Pickleweed_X198_Y49,4,29,69,0,0
1711,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Uplands_X113_Y71,4,29,70,4,    0.003505
1712,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,220420d.8m.asd                 No-OAR,Uplands_X188_Y50,4,29,71,0,0
1713,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420a.13m.asd                 No-OAR,4,33,56,2,    0.001752
1714,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420a.15m.asd                 No-OAR,4,33,57,3,    0.002628
1715,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420a.16m.asd                 No-OAR,4,33,58,54,    0.047313
1716,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,4,33,59,8,    0.007009
1717,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,4,33,60,0,0
1718,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420b.24m.asd                 No-OAR,4,33,61,9,    0.007885
1719,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,4,33,62,49,    0.042932
1720,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,4,33,63,0,0
1721,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,220420c.20m.asd                 No-OAR,4,33,64,25,    0.021904
1722,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Pickleweed_X157_Y148,4,33,65,0,0
1723,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Pickleweed_X166_Y88,4,33,66,563,    0.493280
1724,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Pickleweed_X175_Y92,4,33,67,0,0
1725,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Pickleweed_X179_Y140,4,33,68,1,    0.000876
1726,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Pickleweed_X198_Y49,4,33,69,1,    0.000876
1727,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Uplands_X113_Y71,4,33,70,63,    0.055198
1728,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X175_Y257,Uplands_X188_Y50,4,33,71,8,    0.007009
1729,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420a.13m.asd                 No-OAR,4,34,56,0,0
1730,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420a.15m.asd                 No-OAR,4,34,57,0,0
1731,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420a.16m.asd                 No-OAR,4,34,58,0,0
1732,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,4,34,59,0,0
1733,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,4,34,60,0,0
1734,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420b.24m.asd                 No-OAR,4,34,61,0,0
1735,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,4,34,62,0,0
1736,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,4,34,63,0,0
1737,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,220420c.20m.asd                 No-OAR,4,34,64,0,0
1738,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Pickleweed_X157_Y148,4,34,65,0,0
1739,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Pickleweed_X166_Y88,4,34,66,0,0
1740,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Pickleweed_X175_Y92,4,34,67,0,0
1741,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Pickleweed_X179_Y140,4,34,68,0,0
1742,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Pickleweed_X198_Y49,4,34,69,0,0
1743,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Uplands_X113_Y71,4,34,70,0,0
1744,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X176_Y92,Uplands_X188_Y50,4,34,71,1,    0.000876
1745,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420a.13m.asd                 No-OAR,4,39,56,0,0
1746,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420a.15m.asd                 No-OAR,4,39,57,0,0
1747,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420a.16m.asd                 No-OAR,4,39,58,0,0
1748,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,4,39,59,0,0
1749,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,4,39,60,0,0
1750,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420b.24m.asd                 No-OAR,4,39,61,0,0
1751,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,4,39,62,0,0
1752,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,4,39,63,0,0
1753,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,220420c.20m.asd                 No-OAR,4,39,64,0,0
1754,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Pickleweed_X157_Y148,4,39,65,0,0
1755,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Pickleweed_X166_Y88,4,39,66,1,    0.000876
1756,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Pickleweed_X175_Y92,4,39,67,0,0
1757,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Pickleweed_X179_Y140,4,39,68,0,0
1758,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Pickleweed_X198_Y49,4,39,69,0,0
1759,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Uplands_X113_Y71,4,39,70,10,    0.008762
1760,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X200_Y49,Uplands_X188_Y50,4,39,71,0,0
1761,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420a.13m.asd                 No-OAR,4,40,56,3,    0.002628
1762,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420a.15m.asd                 No-OAR,4,40,57,1,    0.000876
1763,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420a.16m.asd                 No-OAR,4,40,58,4,    0.003505
1764,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,4,40,59,2,    0.001752
1765,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,4,40,60,0,0
1766,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420b.24m.asd                 No-OAR,4,40,61,13,    0.011390
1767,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,4,40,62,7,    0.006133
1768,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,4,40,63,0,0
1769,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,220420c.20m.asd                 No-OAR,4,40,64,12,    0.010514
1770,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Pickleweed_X157_Y148,4,40,65,0,0
1771,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Pickleweed_X166_Y88,4,40,66,364,    0.318923
1772,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Pickleweed_X175_Y92,4,40,67,0,0
1773,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Pickleweed_X179_Y140,4,40,68,0,0
1774,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Pickleweed_X198_Y49,4,40,69,0,0
1775,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Uplands_X113_Y71,4,40,70,61,    0.053446
1776,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X203_Y175,Uplands_X188_Y50,4,40,71,2,    0.001752
1777,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420a.13m.asd                 No-OAR,4,41,56,0,0
1778,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420a.15m.asd                 No-OAR,4,41,57,0,0
1779,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420a.16m.asd                 No-OAR,4,41,58,0,0
1780,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,4,41,59,0,0
1781,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,4,41,60,0,0
1782,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420b.24m.asd                 No-OAR,4,41,61,0,0
1783,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,4,41,62,0,0
1784,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,4,41,63,0,0
1785,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,220420c.20m.asd                 No-OAR,4,41,64,0,0
1786,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,Pickleweed_X157_Y148,4,41,65,0,0
1787,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,Pickleweed_X166_Y88,4,41,66,39,    0.034170
1788,3,BARE SOIL-GREEN VEG-NPV,BareSoil_X171_Y181,Pickleweed_X215_Y163,Pickleweed_X175_Y92,4,41,67,0,0
